GUM011,Gumboot H/G  No 8,PACLINV0061137,,,"5,775.86","4,263.50",,,"1,512.36",26.18,,,,,,,,,,,,,
GUM012,Gumboot H/G  No 9,PACLINV0056109,,,"5,560.34","3,363.76",,,"2,196.58",39.50,,,,,,,,,,,,,
GUM013,Gumboot H/G  No 10,PACLINV0061022,,,"4,718.40","2,878.70",,,"1,839.70",38.99,,,,,,,,,,,,,
GUT001,Gutter Angle,PACLINV0043210,,,"4,568.96","3,034.56",,,"1,534.40",33.58,,,,,,,,,,,,,
GUT002,Gutter Bracket,PACLINV0056614,,,"34,267.24","13,962.96",,,"20,304.28",59.25,,,,,,,,,,,,,
GUT003,Gutter Connector,PACLINV0060155,,,"13,413.78","7,848.17",,,"5,565.61",41.49,,,,,,,,,,,,,
GUT008,Gutter Metro,PACLCRN0002787,,,"86,681.06","61,701.33",,,"24,979.73",28.82,,,,,,,,,,,,,
GUT012,Gutter Stop End,PACLINV0060155,,,"9,116.37","3,413.52",,,"5,702.85",62.56,,,,,,,,,,,,,
GUT014,Gutters Outlet,PACLINV0060155,,,"12,271.54","8,787.86",,,"3,483.68",28.39,,,,,,,,,,,,,
GYP002,Gypsum Angle Line,PACLINV0042997,,,"69,594.82","48,268.85",,,"21,325.97",30.64,,,,,,,,,,,,,
GYP003,Gypsum Board 12mm,PACLINV0057183,,,"185,517.25","148,422.71",,,"37,094.54",20.00,,,,,,,,,,,,,
GYP006,Gypsum Board Hada,PACLINV0060546,,,"3,100,103.78","2,835,120.92",,,"264,982.86",8.55,,,,,,,,,,,,,
GYP008,Gypsum Board Moist Resistant,PACLINV0058563,,,"398,336.22","266,353.66",,,"131,982.56",33.13,,,,,,,,,,,,,
GYP010,Gypsum Board Waterproof 9mm,PACLINV0049095,,,"1,120.69","1,034.48",,,86.21,7.69,,,,,,,,,,,,,
GYP011,Gypsum Channel,PACLINV0057673,,,"1,091,831.92","864,952.96",,,"226,878.96",20.78,,,,,,,,,,,,,
GYP012,Gypsum Cornice-Plain,PACLINV0061130,,,"194,543.11","127,403.06",,,"67,140.05",34.51,,,,,,,,,,,,,
GYP013,Gypsum Corner Bead,PACLINV0060007,,,"64,631.04","48,597.91",,,"16,033.13",24.81,,,,,,,,,,,,,
GYP016,Gypsum Fibre Tape,PACLINV0059307,,,"120,939.42","62,052.70",,,"58,886.72",48.69,,,,,,,,,,,,,
GYP020,Gypsum Knife,PACLINV0046022,,,"1,844.82",954.48,,,890.34,48.26,,,,,,,,,,,,,
GYP021,Gypsum Powder 1kg,PACLINV0056205,,,"20,603.41","11,900.00",,,"8,703.41",42.24,,,,,,,,,,,,,
GYP022,Gypsum Powder 25kg,PACLINV0060206,,,"843,361.94","777,519.36",,,"65,842.58",7.81,,,,,,,,,,,,,
GYP025,Gypsum Screws 1 *1000pcs -Blue essential,PACLINV0060139,,,"372,913.69","271,531.35",,,"101,382.34",27.19,,,,,,,,,,,,,
GYP026,Gypsum Screws 1 Pkt,PACLINV0059219,,,"23,396.52","7,941.55",,,"15,454.97",66.06,,,,,,,,,,,,,
GYP027,Gypsum Screws 11/2 Pkt,PACLINV0059612,,,"14,034.46","5,575.10",,,"8,459.36",60.28,,,,,,,,,,,,,
GYP028,Gypsum Screws 11/4 Pkt,PACLINV0056174,,,"3,793.12","1,532.40",,,"2,260.72",59.60,,,,,,,,,,,,,
GYP029,Gypsum Screws 2 Pkt,PACLINV0061202,,,"11,379.30","4,445.25",,,"6,934.05",60.94,,,,,,,,,,,,,
GYP030,Gypsum Screws 3/4 Pkt,PACLINV0058563,,,"4,439.66","1,319.03",,,"3,120.63",70.29,,,,,,,,,,,,,
GYP032,Gypsum Screws Assorted,PACLINV0059630,,,"1,711.19",190.06,,,"1,521.13",88.89,,,,,,,,,,,,,
GYP034,Gypsum Stud,PACLINV0058384,,,"1,558,435.37","1,240,251.60",,,"318,183.77",20.42,,,,,,,,,,,,,
GYP036,Gypsum Board Thumb  9mm,PACLINV0034384,,,"205,646.55","189,827.08",,,"15,819.47",7.69,,,,,,,,,,,,,
GYP037,Gypsum Screws 1 *1000pcs,PACLINV0045636,,,"38,060.36","17,801.48",,,"20,258.88",53.23,,,,,,,,,,,,,
GYP038,Gypsum Cornice-Flowered,PACLINV0060364,,,"40,741.37","26,147.83",,,"14,593.54",35.82,,,,,,,,,,,,,
GYP039,Gypsum Stud 75mm,PACLINV0044650,,,"132,672.42","109,725.68",,,"22,946.74",17.30,,,,,,,,,,,,,
GYP040,Gypsum Channel 75mm,PACLINV0044650,,,"67,745.70","54,930.18",,,"12,815.52",18.92,,,,,,,,,,,,,
GYP041,Gypsum Furring Channel 68,PACLINV0044650,,,"152,362.07","115,756.82",,,"36,605.25",24.03,,,,,,,,,,,,,
GYP042,Gypsum Cornace-Type 2,PACLINV0056363,,,"2,353.45","1,357.86",,,995.59,42.30,,,,,,,,,,,,,
H.C001,H.C.L 1l,PACLINV0043460,,,"3,448.27","1,564.64",,,"1,883.63",54.63,,,,,,,,,,,,,
H.C002,H.C.L 5l,PACLINV0055351,,,"28,577.57","14,870.65",,,"13,706.92",47.96,,,,,,,,,,,,,
HAC001,Hacksaw Blade,PACLINV0060902,,,"273,388.30","209,143.07",,,"64,245.23",23.50,,,,,,,,,,,,,
HAC005,Hacksaw Frame J/K,PACLINV0058455,,,"2,568.97","1,318.97",,,"1,250.00",48.66,,,,,,,,,,,,,
HAC006,Hacksaw Frame Orange,PACLINV0060682,,,"6,706.88","4,231.15",,,"2,475.73",36.91,,,,,,,,,,,,,
HAM001,Hammer Jk,PACLINV0047790,,,"6,599.10","3,972.92",,,"2,626.18",39.80,,,,,,,,,,,,,
HAM003,Hammer Rubber 29mm,PACLINV0056893,,,"12,821.53","8,481.29",,,"4,340.24",33.85,,,,,,,,,,,,,
HAN003,Handsaw 16,PACLINV0057930,,,"7,495.64","3,855.95",,,"3,639.69",48.56,,,,,,,,,,,,,
HAN006,Hard Broom With Handle,PACLINV0061284,,,"66,141.57","45,821.08",,,"20,320.49",30.72,,,,,,,,,,,,,
HAN007,Hard Broom Without Handle,PACLINV0054386,,,"12,025.85","7,444.70",,,"4,581.15",38.09,,,,,,,,,,,,,
HAN008,Handsaw 16 -Metallic,PACLINV0060731,,,"3,922.40","2,750.00",,,"1,172.40",29.89,,,,,,,,,,,,,
HAN009,Hand sprayer Pump 20lt,PACLINV0043200,,,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,
HAS001,Hasp & Staple 2,PACLINV0050189,,,344.83,155.16,,,189.67,55.00,,,,,,,,,,,,,
HAS003,Hasp & Staple 3,PACLINV0050189,,,198.27,97.02,,,101.25,51.07,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 18 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
HAS005,Hasp Juakali,PACLINV0060061,,,"9,389.62","3,883.46",,,"5,506.16",58.64,,,,,,,,,,,,,
HDP003,Hdpe Pipe Roll 50mm,PACLINV0045017,,,"17,931.03","15,510.34",,,"2,420.69",13.50,,,,,,,,,,,,,
HDP005,Hdpe pipe roll 25mm,PACLINV0056793,,,"2,413.79","2,200.00",,,213.79,8.86,,,,,,,,,,,,,
HDP006,Hdpe pipe roll 20mm,PACLINV0028618,,,"2,198.28","1,800.00",,,398.28,18.12,,,,,,,,,,,,,
HEL001,Helmets Red,PACLINV0059530,,,"8,560.34","5,245.99",,,"3,314.35",38.72,,,,,,,,,,,,,
HEL002,Helmets Blue,PACLINV0059530,,,"7,112.08","3,357.90",,,"3,754.18",52.79,,,,,,,,,,,,,
HEL003,Helmets white,PACLINV0056055,,,"7,715.51","3,981.60",,,"3,733.91",48.39,,,,,,,,,,,,,
HEL004,Helmets yellow,PACLINV0058075,,,"13,284.48","8,239.94",,,"5,044.54",37.97,,,,,,,,,,,,,
HEM001,Hemp,PACLINV0049340,,,801.72,465.00,,,336.72,42.00,,,,,,,,,,,,,
HIG002,High Gloss Thinner 5lt,PACLINV0056835,,,"6,120.69","5,603.45",,,517.24,8.45,,,,,,,,,,,,,
HIL002,Hilt Bit 12mm,PACLINV0058341,,,"2,439.66","1,724.10",,,715.56,29.33,,,,,,,,,,,,,
HIL003,Hilt Bit 14mm,PACLINV0059118,,,"1,249.99",646.55,,,603.44,48.28,,,,,,,,,,,,,
HIL004,Hilt Bit 16mm,PACLINV0055369,,,"1,767.25",551.72,,,"1,215.53",68.78,,,,,,,,,,,,,
HIL005,Hilt Bit 6mm,PACLINV0059823,,,"5,413.77","2,068.80",,,"3,344.97",61.79,,,,,,,,,,,,,
HIL006,Hilt Bit 8mm,PACLINV0056615,,,"2,844.81","1,310.43",,,"1,534.38",53.94,,,,,,,,,,,,,
HIL007,Hilt Bit 10MM,PACLINV0061193,,,"2,784.48","1,638.00",,,"1,146.48",41.17,,,,,,,,,,,,,
HIN002,Hinges 1.5- Pairs,PACLINV0038300,,,172.41,98.10,,,74.31,43.10,,,,,,,,,,,,,
HIN003,Hinges 2- Pairs,PACLINV0060476,,,"1,241.37",388.08,,,853.29,68.74,,,,,,,,,,,,,
HIN004,Hinges 2.5- Pairs,PACLINV0045173,,,103.44,28.74,,,74.70,72.22,,,,,,,,,,,,,
HIN005,Hinges 3- Pairs,PACLINV0058773,,,"3,672.39","1,110.33",,,"2,562.06",69.77,,,,,,,,,,,,,
HIN006,Hinges 4- Pairs,PACLINV0060962,,,"9,396.56","4,506.03",,,"4,890.53",52.05,,,,,,,,,,,,,
HIN015,Hinges Oxford Brass,PACLINV0056027,,,"14,448.28","7,817.65",,,"6,630.63",45.89,,,,,,,,,,,,,
HIN016,Hinges Oxford Silver,PACLINV0059841,,,"11,543.09","5,634.69",,,"5,908.40",51.19,,,,,,,,,,,,,
HOO003,Hoop Iron Roll,PACLINV0061027,,,"2,415,150.26","1,781,994.89",,,"633,155.37",26.22,,,,,,,,,,,,,
HOS001,Hose Clip 1,PACLINV0033002,,,107.75,51.72,,,56.03,52.00,,,,,,,,,,,,,
HOS011,Hose Pipe Braided 1/2x30m,PACLINV0057067,,,"10,431.03","8,079.00",,,"2,352.03",22.55,,,,,,,,,,,,,
HOS012,Hose Pipe Braided 1/2x50m,PACLINV0057964,,,"24,181.04","17,155.18",,,"7,025.86",29.06,,,,,,,,,,,,,
HOS013,Hose Pipe Braided 1x30m,PACLINV0061173,,,"17,801.73","14,224.30",,,"3,577.43",20.10,,,,,,,,,,,,,
HOS014,Hose Pipe Braided 1x50,PACLINV0059203,,,"65,258.60","52,854.28",,,"12,404.32",19.01,,,,,,,,,,,,,
HOS015,Hose Pipe Braided 3/4x30m,PACLINV0060477,,,"32,586.20","19,855.50",,,"12,730.70",39.07,,,,,,,,,,,,,
HOS016,Hose Pipe Braided 3/4x50m,PACLINV0057112,,,"85,689.63","65,181.25",,,"20,508.38",23.93,,,,,,,,,,,,,
HOS017,Hose Pipe Clear 1/2x120ft,PACLINV0043443,,,"5,862.07","3,448.30",,,"2,413.77",41.18,,,,,,,,,,,,,
HOS018,Hose Pipe Clear 1/2x60ft,PACLINV0060883,,,"7,025.86","3,106.79",,,"3,919.07",55.78,,,,,,,,,,,,,
HOS019,Hose Pipe Clear 1/4 X 50 Roll(s),PACLINV0059026,,,"22,974.11","16,353.10",,,"6,621.01",28.82,,,,,,,,,,,,,
HOS021,Hose Pipe Clear 3/4x120ft,PACLINV0050149,,,"9,310.34","7,081.29",,,"2,229.05",23.94,,,,,,,,,,,,,
HOS022,Hose Pipe Clear 3/4x60ft,PACLINV0055734,,,"1,163.79",752.36,,,411.43,35.35,,,,,,,,,,,,,
HOS023,Hose Pipe Zebra 1/2x60ft,PACLINV0048761,,,689.66,517.24,,,172.42,25.00,,,,,,,,,,,,,
HOS026,Hose Pipe Zebra 3/4x60ft,PACLINV0045756,,,"1,034.48",646.55,,,387.93,37.50,,,,,,,,,,,,,
HOS030,Hospital Tap,PACLINV0034365,,,"6,034.48","4,920.00",,,"1,114.48",18.47,,,,,,,,,,,,,
IND001,Ind Socket Single Phase,PACLINV0057025,,,"3,103.45","2,362.08",,,741.37,23.89,,,,,,,,,,,,,
INS001,Insulating  Tape Black Big,PACLINV0058448,,,"25,594.92","16,349.46",,,"9,245.46",36.12,,,,,,,,,,,,,
INS002,InsulatingTape  Black Small,PACLINV0060183,,,"7,187.00","4,500.43",,,"2,686.57",37.38,,,,,,,,,,,,,
INS004,Insulating Tape Yellow Big,PACLINV0058995,,,"2,073.29","1,058.82",,,"1,014.47",48.93,,,,,,,,,,,,,
INS008,Insulating Tape White Big,PACLINV0060598,,,"1,931.06","1,093.60",,,837.46,43.37,,,,,,,,,,,,,
INS012,Instant Shower Ener 4t,PACLINV0056974,,,"43,491.39","36,980.75",,,"6,510.64",14.97,,,,,,,,,,,,,
INS015,Instant Shower Lorenzeti,PACLINV0059613,,,"55,112.06","46,287.83",,,"8,824.23",16.01,,,,,,,,,,,,,
INS018,Insulating Tape Green  Big,PACLINV0058995,,,"1,379.32",667.94,,,711.38,51.57,,,,,,,,,,,,,
INS019,Insulating Tape Red Big,PACLINV0058995,,,"2,612.11","1,328.50",,,"1,283.61",49.14,,,,,,,,,,,,,
INS020,Insulating Tape Blue  Big,PACLINV0043692,,,448.28,237.05,,,211.23,47.12,,,,,,,,,,,,,
INS021,InsulatingTape  Black Big-Tronic,PACLINV0058900,,,"2,586.21","1,991.43",,,594.78,23.00,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 19 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
INS022,InsulatingTape  Black Small-Tronic,PACLINV0059930,,,137.93,105.18,,,32.75,23.74,,,,,,,,,,,,,
IZO001,IZOSTOP 3001-Kalekim,PACLINV0042965,,,"190,517.23","123,276.40",,,"67,240.83",35.29,,,,,,,,,,,,,
J B001,J Bolts,PACLINV0037892,,,103.45,55.20,,,48.25,46.64,,,,,,,,,,,,,
JEM001,Jembe 1.5LB,PACLINV0057524,,,"2,318.97","1,601.74",,,717.23,30.93,,,,,,,,,,,,,
JEM002,Jembe 2.5LB,PACLINV0060083,,,"14,168.09","7,291.96",,,"6,876.13",48.53,,,,,,,,,,,,,
JEM003,Jembe 2LB,PACLINV0057524,,,"2,025.85","1,318.82",,,707.03,34.90,,,,,,,,,,,,,
JEM004,Jembe 3LB,PACLINV0059627,,,"9,948.27","5,207.11",,,"4,741.16",47.66,,,,,,,,,,,,,
JEM005,Jembe Handle,PACLINV0056722,,,"23,405.22","11,332.28",,,"12,072.94",51.58,,,,,,,,,,,,,
JIG001,Jigsaw Blade,PACLINV0032870,,,340.52,103.45,,,237.07,69.62,,,,,,,,,,,,,
JUM001,Jumbo Tank 10000l,PACLINV0045674,,,"523,362.08","467,215.25",,,"56,146.83",10.73,,,,,,,,,,,,,
JUM002,Jumbo Tank 1000l,PACLINV0058593,,,"43,245.69","31,145.04",,,"12,100.65",27.98,,,,,,,,,,,,,
JUM003,Jumbo Tank 100l,PACLINV0045956,,,"2,068.97","1,389.66",,,679.31,32.83,,,,,,,,,,,,,
JUM005,Jumbo Tank 1500l,PACLINV0030761,,,"18,103.45","13,981.40",,,"4,122.05",22.77,,,,,,,,,,,,,
JUM010,Jumbo Tank 3000l,PACLINV0043889,,,"143,879.31","125,055.00",,,"18,824.31",13.08,,,,,,,,,,,,,
JUM011,Jumbo Tank 300l,PACLINV0058193,,,"5,129.31","4,569.06",,,560.25,10.92,,,,,,,,,,,,,
JUM014,Jumbo Tank 5000l,PACLINV0042830,,,"339,137.94","294,183.07",,,"44,954.87",13.26,,,,,,,,,,,,,
JUM017,Jumbo Tank Rect 1000l,PACLINV0045499,,,"30,603.45","23,954.73",,,"6,648.72",21.73,,,,,,,,,,,,,
KEN001,KenSeal4KG,PACLINV0059340,,,"3,232.76","2,827.58",,,405.18,12.53,,,,,,,,,,,,,
KIF001,Kifagio Big,PACLINV0060993,,,"17,815.51","10,475.97",,,"7,339.54",41.20,,,,,,,,,,,,,
KIT002,Bath Mixer wall  Pillar,PACLINV0050461,,,"9,827.59","7,586.20",,,"2,241.39",22.81,,,,,,,,,,,,,
KIT003,Kitchen Mixer Sink,PACLCRN0001923,,,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,
KIT004,Kitchen Mixer Wall,PACLINV0043688,,,"6,724.14","5,431.04",,,"1,293.10",19.23,,,,,,,,,,,,,
KIT006,Kitchen Sink D/B S/D,PACLINV0042168,,,"17,965.52","17,240.12",,,725.40,4.04,,,,,,,,,,,,,
KIT007,Kitchen Sink S/B S/D,PACLINV0060993,,,"16,896.55","13,068.40",,,"3,828.15",22.66,,,,,,,,,,,,,
KIT008,Kitchen Sink S/B S/D Light,PACLINV0039084,,,"1,896.55","1,535.92",,,360.63,19.02,,,,,,,,,,,,,
LEA003,Leaf Rake Plastic Big,PACLINV0049490,,,"15,991.37","12,327.64",,,"3,663.73",22.91,,,,,,,,,,,,,
LED001,Flourescent  Led Fittings 2ft,PACLINV0048566,,,112.07,112.07,,,0.00,0.00,,,,,,,,,,,,,
LED002,Flourescent Led Fittings 4ft,PACLINV0051208,,,698.27,517.24,,,181.03,25.93,,,,,,,,,,,,,
LED004,Flourescent Led Tubes 2ft,PACLINV0044407,,,620.69,401.96,,,218.73,35.24,,,,,,,,,,,,,
LED005,Flourescent Led Tubes 4ft,PACLINV0057774,,,"2,215.52","1,185.36",,,"1,030.16",46.50,,,,,,,,,,,,,
LED006,Downlighter 6w,PACLINV0047809,,,"1,896.55","1,458.66",,,437.89,23.09,,,,,,,,,,,,,
LED007,LED  Panel light(6500k),PACLINV0060359,,,706.89,609.63,,,97.26,13.76,,,,,,,,,,,,,
LED008,Led Panel  Light 6w(3000k),PACLINV0040694,,,344.83,284.48,,,60.35,17.50,,,,,,,,,,,,,
LED009,LED Butten lights  50w,PACLINV0055114,,,"1,525.86","1,224.13",,,301.73,19.77,,,,,,,,,,,,,
LED010,LED Butten light 20w,PACLINV0048263,,,"1,172.42","1,034.48",,,137.94,11.77,,,,,,,,,,,,,
LED012,LED Flood Light 20w,PACLINV0055763,,,"2,112.07","1,681.02",,,431.05,20.41,,,,,,,,,,,,,
LED014,LED Panel 24W,PACLINV0045406,,,"1,293.10","1,000.00",,,293.10,22.67,,,,,,,,,,,,,
LIM001,Lime 25kg,PACLINV0059642,,,"45,875.01","30,550.12",,,"15,324.89",33.41,,,,,,,,,,,,,
LIP001,Lipping Beach Roll,PACLINV0029335,,,"1,034.48",646.55,,,387.93,37.50,,,,,,,,,,,,,
LIP004,Lipping Mtrs,PACLINV0057932,,,"10,672.41","5,896.80",,,"4,775.61",44.75,,,,,,,,,,,,,
LIP007,Lipping White,PACLINV0044297,,,"2,543.11","1,745.68",,,797.43,31.36,,,,,,,,,,,,,
LOC002,Lock Flyglobe Gold,PACLINV0058919,,,"7,198.28","3,938.13",,,"3,260.15",45.29,,,,,,,,,,,,,
LOC003,Lock Flyglobe Silver,PACLINV0056978,,,"8,556.03","4,907.34",,,"3,648.69",42.64,,,,,,,,,,,,,
LOC004,Lock Moment,PACLINV0033815,,,"8,784.48","6,133.20",,,"2,651.28",30.18,,,,,,,,,,,,,
LOC006,Lock Union 2lever Silver,PACLINV0058378,,,"21,896.55","19,221.58",,,"2,674.97",12.22,,,,,,,,,,,,,
LOC009,Lock Union Brass 2lever,PACLINV0060670,,,"6,551.72","4,396.56",,,"2,155.16",32.89,,,,,,,,,,,,,
LOC010,Lock Union Dead 3lever,PACLINV0058436,,,"16,896.53","15,253.81",,,"1,642.72",9.72,,,,,,,,,,,,,
LOC011,Lock Wista W-20188,PACLINV0056763,,,"22,500.00","16,596.84",,,"5,903.16",26.24,,,,,,,,,,,,,
LOC012,Lock Union 2lever brass/gold,PACLINV0055127,,,"34,913.78","32,242.98",,,"2,670.80",7.65,,,,,,,,,,,,,
LOC013,Lock Wista W-23615,PACLINV0037376,,,"5,344.82","3,827.58",,,"1,517.24",28.39,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 20 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
LOC014,Lock Wista W-23613,PACLINV0056729,,,"3,577.58","2,551.72",,,"1,025.86",28.67,,,,,,,,,,,,,
LOC015,Lock Wista W-20252,PACLINV0060657,,,"11,293.10","7,655.16",,,"3,637.94",32.21,,,,,,,,,,,,,
LOO001,Looping Boxes,PACLINV0046653,,,"1,603.45",385.92,,,"1,217.53",75.93,,,,,,,,,,,,,
LOR001,Lordex 1kg,PACLINV0060104,,,"10,831.89","6,173.28",,,"4,658.61",43.01,,,,,,,,,,,,,
LOR002,Lordex 300g,PACLINV0046056,,,"2,974.11","1,474.14",,,"1,499.97",50.43,,,,,,,,,,,,,
M.C001,M.C.B Rail,PACLINV0052563,,,887.92,602.94,,,284.98,32.10,,,,,,,,,,,,,
MAC002,Machine Screw 2ba pcs,PACLINV0060672,,,491.39,351.68,,,139.71,28.43,,,,,,,,,,,,,
MAC004,Machine Screw 4ba,PACLINV0035586,,,905.17,491.37,,,413.80,45.72,,,,,,,,,,,,,
MAC005,MACHINE SCREW 2BA PKT,PACLINV0059559,,,"4,732.76","2,919.19",,,"1,813.57",38.32,,,,,,,,,,,,,
MAG001,Magic Connector 11/2 CHROME,PACLINV0056540,,,"6,094.82","4,471.21",,,"1,623.61",26.64,,,,,,,,,,,,,
MAG002,Magic Connector 11/4 CHROME,PACLINV0058253,,,"8,818.96","6,108.91",,,"2,710.05",30.73,,,,,,,,,,,,,
MAG005,Magnetic Socket 8mm,PACLINV0058320,,,"4,913.79","2,063.75",,,"2,850.04",58.00,,,,,,,,,,,,,
MAH001,Mahogany Spirit Stain,PACLINV0042258,,,862.07,396.60,,,465.47,53.99,,,,,,,,,,,,,
MAH003,Orion Mahogany Varnish1/2l,PACLINV0060307,,,"1,508.62",754.30,,,754.32,50.00,,,,,,,,,,,,,
MAL003,Malpha Hinges Hydraulic,PACLINV0061000,,,"47,086.20","19,060.07",,,"28,026.13",59.52,,,,,,,,,,,,,
MAN001,Manhole Cover 12x12,PACLINV0059649,,,"71,517.21","47,182.62",,,"24,334.59",34.03,,,,,,,,,,,,,
MAN002,Manhole Cover 15x15,PACLINV0053341,,,"22,931.02","16,874.68",,,"6,056.34",26.41,,,,,,,,,,,,,
MAN003,Manhole Cover 18x18,PACLINV0058278,,,"68,193.96","48,645.42",,,"19,548.54",28.67,,,,,,,,,,,,,
MAN004,Manhole Cover 18x24,PACLINV0060155,,,"336,137.92","249,020.61",,,"87,117.31",25.92,,,,,,,,,,,,,
MAN005,Manhole Cover 24x24,PACLINV0057477,,,"85,948.28","66,983.19",,,"18,965.09",22.07,,,,,,,,,,,,,
MAN007,Manilla Roll 100m,PACLINV0058116,,,"2,025.89","1,186.34",,,839.55,41.44,,,,,,,,,,,,,
MAN008,Manilla Roll 500m,PACLINV0059667,,,"10,396.52","6,038.55",,,"4,357.97",41.92,,,,,,,,,,,,,
MAN009,Manilla Rope 10mm- Mtrs,PACLINV0059518,,,"8,586.18","6,720.00",,,"1,866.18",21.73,,,,,,,,,,,,,
MAN010,Manilla Rope 12mm- Mtrs,PACLINV0060314,,,"16,060.35","5,680.96",,,"10,379.39",64.63,,,,,,,,,,,,,
MAN011,Manilla Rope 14mm- Mtrs,PACLINV0056785,,,"16,370.68","8,094.18",,,"8,276.50",50.56,,,,,,,,,,,,,
MAN013,Manilla Rope 18ply,PACLINV0061193,,,"6,969.77","2,480.34",,,"4,489.43",64.41,,,,,,,,,,,,,
MAN014,Manilla Rope 42ply,PACLINV0058136,,,"3,344.84","1,772.50",,,"1,572.34",47.01,,,,,,,,,,,,,
MAN015,Manilla Rope 6mm- Mtrs,PACLINV0054196,,,"5,405.17","1,830.00",,,"3,575.17",66.14,,,,,,,,,,,,,
MAN016,Manilla Rope 8mm- Mtrs,PACLINV0044247,,,"3,198.26","2,473.08",,,725.18,22.67,,,,,,,,,,,,,
MAN017,Manilla  Roll 1000m,PACLINV0059667,,,"18,893.10","9,281.44",,,"9,611.66",50.87,,,,,,,,,,,,,
MAN020,Manilla rope 10mm roll,PACLINV0052127,,,"8,362.06","7,241.37",,,"1,120.69",13.40,,,,,,,,,,,,,
MAN021,Manilla Rope 6mm Rolls,PACLINV0058995,,,"4,396.55","2,430.00",,,"1,966.55",44.73,,,,,,,,,,,,,
MAN022,Manilla Rope 8mm Rolls,PACLINV0053841,,,"14,224.14","10,523.20",,,"3,700.94",26.02,,,,,,,,,,,,,
MAN023,Manilla Rope 12mm Rolls,PACLINV0039802,,,"3,017.24","2,985.50",,,31.74,1.05,,,,,,,,,,,,,
MAR001,Marine Board- Tywood,PACLINV0060114,,,"6,668,103.37","6,129,046.70",,,"539,056.67",8.08,,,,,,,,,,,,,
MAR002,Marine Board-Zurkit 16mm,PACLINV0041871,,,"2,420,534.50","2,180,693.76",,,"239,840.74",9.91,,,,,,,,,,,,,
MAR003,Marine Board-Zurkit 18mm,PACLINV0057741,,,"4,141,241.40","3,852,571.72",,,"288,669.68",6.97,,,,,,,,,,,,,
MAS002,"Masking Tape Welfast 1.5""",PACLINV0045271,,,"8,318.97","5,199.84",,,"3,119.13",37.49,,,,,,,,,,,,,
MAS006,"Masking Tape Welfast 1""",PACLINV0061033,,,"60,060.23","34,466.52",,,"25,593.71",42.61,,,,,,,,,,,,,
MAS007,Masking Tape Big 1.5,PACLINV0028450,,,"5,689.65","3,693.08",,,"1,996.57",35.09,,,,,,,,,,,,,
MAS008,"Masking Tape Welfast 2""",PACLINV0060809,,,"105,965.53","72,870.92",,,"33,094.61",31.23,,,,,,,,,,,,,
MAS009,"Masking Tape Welfast 3/4""",PACLINV0059363,,,"21,362.11","14,086.80",,,"7,275.31",34.06,,,,,,,,,,,,,
MAS010,Mason Bit 10mm,PACLCRN0002690,,,"1,887.93",620.64,,,"1,267.29",67.13,,,,,,,,,,,,,
MAS011,Mason Bit 12mm,PACLINV0050763,,,"1,206.89",422.38,,,784.51,65.00,,,,,,,,,,,,,
MAS014,Mason Bit 6mm,PACLINV0060326,,,"2,137.94","1,172.49",,,965.45,45.16,,,,,,,,,,,,,
MAS015,Mason Bit 8mm,PACLINV0061295,,,"1,767.23",581.85,,,"1,185.38",67.08,,,,,,,,,,,,,
MAS016,Mason Chisel Flat,PACLINV0059045,,,"5,310.34","3,017.35",,,"2,292.99",43.18,,,,,,,,,,,,,
MAS017,Mason Chisel Pointed,PACLINV0060896,,,"21,137.89","12,069.40",,,"9,068.49",42.90,,,,,,,,,,,,,
MAS019,Mason Hammer 2.5lb,PACLINV0056722,,,"8,741.36","5,462.86",,,"3,278.50",37.51,,,,,,,,,,,,,
MAS020,Mason Hammer 2lb,PACLINV0053119,,,"2,155.16",862.10,,,"1,293.06",60.00,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 21 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
